Sample ID,Labelled substrate,Label pattern,abundance,Injection,Replicate,Conditions,Incubation time [value],Incubation time [units],data file ID,Retention time [value],Retention time [units],Metabolite name,CHEBI ID,atomic positions to the parent molecule,Empirical formula derivatized molecule/fragment,m/z monitored,signal intensity,isotopologue,Isotopologue [value],Isotopologue [units]
Ctr_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,39_L10.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,44032,m1,0.09,%
Ctr_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,39_L10.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,33233,m2,6.42,%
Ctr_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,39_L10.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,3411,m3,-0.04,%
Ctr_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,39_L10.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,880,,,
Ctr_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,29_L11.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,9380,,,
Ctr_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,29_L11.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,309117,m0,92.97,%
Ctr_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,29_L11.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,37878,m1,0.33,%
Ctr_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,29_L11.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,28517,m2,6.5,%
Ctr_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,29_L11.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,3760,m3,0.19,%
Ctr_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,29_L11.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,1143,,,
Ctr_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,39B_L11.CDF            ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,7774,,,
Ctr_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,39B_L11.CDF            ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,259923,m0,93.08,%
Ctr_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,39B_L11.CDF            ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,31756,m1,0.3,%
Ctr_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,39B_L11.CDF            ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,23909,m2,6.5,%
Ctr_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,39B_L11.CDF            ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,2932,m3,0.12,%
Ctr_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,39B_L11.CDF            ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,766,,,
ID8_18h_lac_r1_i1,Glucose,"1,1,0,0,0,0",0.3474,1,1,ID8,18,hour,58_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,4454,,,
ID8_18h_lac_r1_i1,Glucose,"1,1,0,0,0,0",0.3474,1,1,ID8,18,hour,58_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,150107,m0,89.56,%
ID8_18h_lac_r1_i1,Glucose,"1,1,0,0,0,0",0.3474,1,1,ID8,18,hour,58_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,18902,m1,0.49,%
ID8_18h_lac_r1_i1,Glucose,"1,1,0,0,0,0",0.3474,1,1,ID8,18,hour,58_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,20266,m2,9.87,%
ID8_18h_lac_r1_i1,Glucose,"1,1,0,0,0,0",0.3474,1,1,ID8,18,hour,58_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,2217,m3,0.08,%
ID8_18h_lac_r1_i1,Glucose,"1,1,0,0,0,0",0.3474,1,1,ID8,18,hour,58_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,486,,,
ID8_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.3474,2,1,ID8,18,hour,60_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,10567,,,
ID8_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.3474,2,1,ID8,18,hour,60_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,365006,m0,89.82,%
ID8_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.3474,2,1,ID8,18,hour,60_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,45417,m1,0.36,%
ID8_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.3474,2,1,ID8,18,hour,60_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,48882,m2,9.82,%
ID8_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.3474,2,1,ID8,18,hour,60_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,4979,m3,0,%
ID8_18h_lac_r1_i2,Glucose,"1,1,0,0,0,0",0.3474,2,1,ID8,18,hour,60_L22.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,1053,,,
ID8_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.3474,1,2,ID8,18,hour,62_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,10623,,,
ID8_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.3474,1,2,ID8,18,hour,62_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,375319,m0,93.18,%
ID8_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.3474,1,2,ID8,18,hour,62_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,44610,m1,-0.01,%
ID8_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.3474,1,2,ID8,18,hour,62_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,35982,m2,6.89,%
ID8_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.3474,1,2,ID8,18,hour,62_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,3582,m3,-0.06,%
ID8_18h_lac_r2_i1,Glucose,"1,1,0,0,0,0",0.3474,1,2,ID8,18,hour,62_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,940,,,
ID8_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.3474,2,2,ID8,18,hour,64_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,10325,,,
ID8_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.3474,2,2,ID8,18,hour,64_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,352134,m0,92.96,%
ID8_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.3474,2,2,ID8,18,hour,64_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,42430,m1,0.14,%
ID8_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.3474,2,2,ID8,18,hour,64_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,33812,m2,6.86,%
ID8_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.3474,2,2,ID8,18,hour,64_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,3767,m3,0.04,%
ID8_18h_lac_r2_i2,Glucose,"1,1,0,0,0,0",0.3474,2,2,ID8,18,hour,64_L24.CDF             ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,1043,,,
coldnat_lac_i1,,,,1,,cold_natural,,hour,04_Coldnat_L27.CDF     ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,6877,,,
coldnat_lac_i1,,,,1,,cold_natural,,hour,04_Coldnat_L27.CDF     ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,248105,m0,99.9,%
coldnat_lac_i1,,,,1,,cold_natural,,hour,04_Coldnat_L27.CDF     ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,29359,m1,0.19,%
coldnat_lac_i1,,,,1,,cold_natural,,hour,04_Coldnat_L27.CDF     ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,4349,m2,-0.04,%
coldnat_lac_i1,,,,1,,cold_natural,,hour,04_Coldnat_L27.CDF     ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,637,m3,-0.05,%
coldnat_lac_i1,,,,1,,cold_natural,,hour,04_Coldnat_L27.CDF     ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,291,,,
coldnat_lac_i2,,,,2,,cold_natural,,hour,17B_Coldnat_L27.CDF    ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,5965,,,
coldnat_lac_i2,,,,2,,cold_natural,,hour,17B_Coldnat_L27.CDF    ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,198364,m0,100.1,%
coldnat_lac_i2,,,,2,,cold_natural,,hour,17B_Coldnat_L27.CDF    ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,22702,m1,-0.19,%
coldnat_lac_i2,,,,2,,cold_natural,,hour,17B_Coldnat_L27.CDF    ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,3571,m2,0.04,%
coldnat_lac_i2,,,,2,,cold_natural,,hour,17B_Coldnat_L27.CDF    ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,748,m3,0.05,%
coldnat_lac_i2,,,,2,,cold_natural,,hour,17B_Coldnat_L27.CDF    ,5.2,min,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,593,,,
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,3913,,,
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,442442,m0,99.31,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,70971,m1,0.74,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,8252,m2,0.03,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,1470,m3,-0.08,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,1867,,,
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,299,,,
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3894,,,
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,538445,m0,99.23,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,40751,m1,0.39,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,6695,m2,0.34,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,522,m3,0.04,%
Ctr_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,Ctr,18,hour,26_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,834,m4,0.01,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,3183,,,
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,361194,m0,99.27,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,57999,m1,0.76,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,6671,m2,0.01,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,1373,m3,-0.03,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,1479,,,
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,253,,,
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3112,,,
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,438399,m0,99.24,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,33185,m1,0.39,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,5451,m2,0.34,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,361,m3,0.03,%
Ctr_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,Ctr,18,hour,27_E10.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,688,m4,0.01,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,3419,,,
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,385148,m0,99.46,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,61226,m1,0.6,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,6973,m2,-0.01,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,1356,m3,-0.05,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,1600,,,
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,310,,,
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3229,,,
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,468853,m0,99.17,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,35613,m1,0.41,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,5953,m2,0.36,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,511,m3,0.05,%
Ctr_18h_glu_r2_i1,Glucose,"1,1,0,0,0,0",0.4175,1,2,Ctr,18,hour,28_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,718,m4,0,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,3114,,,
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,358483,m0,99.42,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,57104,m1,0.63,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,6521,m2,0,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,1292,m3,-0.05,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,1433,,,
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,306,,,
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,2997,,,
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,437158,m0,99.19,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,33145,m1,0.4,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,5550,m2,0.36,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,414,m3,0.04,%
Ctr_18h_glu_r2_i2,Glucose,"1,1,0,0,0,0",0.4175,2,2,Ctr,18,hour,30_E11.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,695,m4,0.01,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,4014,,,
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,457322,m0,98.71,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,74882,m1,1.06,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,9652,m2,0.22,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,2071,m3,0.01,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,1985,,,
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,333,,,
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3893,,,
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,558548,m0,98.51,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,42872,m1,0.48,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,10589,m2,0.95,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,664,m3,0.03,%
ID8_18h_glu_r1_i1,Glucose,"1,1,0,0,0,0",0.4175,1,1,ID8,18,hour,35_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,987,m4,0.02,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,151,4517,,,
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,152,512037,m0,98.76,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,153,83792,m1,1.05,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,154,10837,m2,0.22,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,155,2060,m3,-0.04,%
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,156,2155,,,
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C4,C5H5ONF3,157,350,,,
ID8_18h_glu_r1_i2,Glucose,"1,1,0,0,0,0",0.4175,2,1,ID8,18,hour,47_E22.CDF,3.6,min,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,4299,,,
